t,theta1,theta2,omega1,omega2,KE1,KE2,PE1,PE2,TotalE
0.223,-1.381933905,-2.122376518,2.039007591,0.360362195,2.078775977,2.686099937,7.968254252,22.91902512,35.65215529
0.224,-1.37989114,-2.122013344,2.046519218,0.36599536,2.094120454,2.713148849,7.948574916,22.89631107,35.65215529
0.225,-1.377840874,-2.12164451,2.054009607,0.371680516,2.109477732,2.740361846,7.928831128,22.87348458,35.65215529
0.226,-1.375783128,-2.121269966,2.061478674,0.377417818,2.124847162,2.767739295,7.909023263,22.85054557,35.65215529
0.227,-1.373717923,-2.120889657,2.068926336,0.383207423,2.140228093,2.795281563,7.889151696,22.82749394,35.65215529
0.228,-1.371645282,-2.120503533,2.07635251,0.389049482,2.155619872,2.822989016,7.869216808,22.80432959,35.65215529
0.229,-1.369565226,-2.120111541,2.083757109,0.394944148,2.171021845,2.850862018,7.84921898,22.78105245,35.65215529
0.23,-1.367477775,-2.119713627,2.091140051,0.400891571,2.186433356,2.878900932,7.829158596,22.75766241,35.65215529
0.231,-1.365382953,-2.11930974,2.098501249,0.406891899,2.201853747,2.90710612,7.809036044,22.73415938,35.65215529
0.232,-1.36328078,-2.118899826,2.10584062,0.412945279,2.217282358,2.935477941,7.788851713,22.71054328,35.65215529
0.233,-1.361171279,-2.118483832,2.113158077,0.419051857,2.232718528,2.964016756,7.768605997,22.68681401,35.65215529
0.234,-1.359054471,-2.118061704,2.120453533,0.425211776,2.248161594,2.992722921,7.748299288,22.66297149,35.65215529
0.235,-1.356930379,-2.11763339,2.127726904,0.431425179,2.263610889,3.021596795,7.727931986,22.63901562,35.65215529
0.236,-1.354799025,-2.117198836,2.134978102,0.437692205,2.279065748,3.050638732,7.707504489,22.61494632,35.65215529
0.237,-1.35266043,-2.116757988,2.14220704,0.444012994,2.2945255,3.079849088,7.687017202,22.5907635,35.65215529
0.238,-1.350514618,-2.116310792,2.149413629,0.450387683,2.309989475,3.109228215,7.666470529,22.56646707,35.65215529
0.239,-1.34836161,-2.115857195,2.156597783,0.456816407,2.325457,3.138776467,7.645864878,22.54205694,35.65215529
0.24,-1.34620143,-2.115397141,2.163759413,0.4632993,2.340927399,3.168494195,7.62520066,22.51753304,35.65215529
0.241,-1.344034099,-2.114930578,2.170898429,0.469836496,2.356399994,3.19838175,7.604478288,22.49289526,35.65215529
0.242,-1.341859641,-2.11445745,2.178014742,0.476428123,2.371874108,3.228439481,7.583698177,22.46814352,35.65215529
0.243,-1.339678077,-2.113977704,2.185108261,0.483074312,2.387349056,3.258667736,7.562860748,22.44327775,35.65215529
0.244,-1.337489432,-2.113491283,2.192178896,0.489775188,2.402824157,3.289066865,7.541966419,22.41829785,35.65215529
0.245,-1.335293727,-2.112998135,2.199226556,0.496530879,2.418298723,3.319637213,7.521015617,22.39320374,35.65215529
0.246,-1.333090986,-2.112498203,2.206251149,0.503341508,2.433772066,3.350379128,7.500008766,22.36799533,35.65215529
0.247,-1.330881233,-2.111991434,2.213252582,0.510207197,2.449243496,3.381292955,7.478946296,22.34267254,35.65215529
0.248,-1.328664489,-2.111477771,2.220230762,0.517128066,2.464712318,3.412379038,7.457828638,22.3172353,35.65215529
0.249,-1.326440779,-2.110957159,2.227185595,0.524104235,2.480177837,3.443637722,7.436656228,22.2916835,35.65215529
0.25,-1.324210126,-2.110429544,2.234116987,0.53113582,2.495639356,3.47506935,7.415429502,22.26601708,35.65215529
0.251,-1.321972553,-2.109894869,2.241024842,0.538222936,2.511096172,3.506674266,7.3941489,22.24023595,35.65215529
0.252,-1.319728084,-2.109353079,2.247909065,0.545365698,2.526547583,3.538452812,7.372814864,22.21434003,35.65215529
0.253,-1.317476743,-2.108804119,2.254769559,0.552564218,2.541992883,3.570405329,7.351427839,22.18832924,35.65215529
0.254,-1.315218553,-2.108247932,2.261606227,0.559818605,2.557431363,3.602532161,7.329988273,22.16220349,35.65215529
0.255,-1.312953538,-2.107684463,2.26841897,0.567128967,2.572862312,3.634833647,7.308496617,22.13596271,35.65215529
0.256,-1.310681723,-2.107113655,2.275207689,0.574495412,2.588285015,3.667310129,7.286953323,22.10960682,35.65215529
0.257,-1.308403131,-2.106535453,2.281972285,0.581918045,2.603698755,3.699961947,7.265358847,22.08313574,35.65215529
0.258,-1.306117786,-2.105949801,2.288712657,0.589396968,2.619102813,3.732789442,7.243713648,22.05654939,35.65215529
0.259,-1.303825713,-2.105356641,2.295428703,0.596932283,2.634496466,3.765792954,7.222018186,22.02984768,35.65215529
0.26,-1.301526937,-2.104755917,2.302120321,0.604524089,2.649878987,3.798972823,7.200272925,22.00303056,35.65215529
0.261,-1.299221481,-2.104147574,2.308787408,0.612172485,2.665249647,3.832329389,7.178478332,21.97609792,35.65215529
0.262,-1.29690937,-2.103531553,2.315429859,0.619877566,2.680607715,3.865862992,7.156634876,21.94904971,35.65215529
0.263,-1.29459063,-2.1029078,2.322047569,0.627639427,2.695952456,3.899573973,7.134743028,21.92188583,35.65215529
0.264,-1.292265283,-2.102276256,2.328640432,0.63545816,2.711283131,3.933462671,7.112803263,21.89460623,35.65215529
0.265,-1.289933357,-2.101636864,2.335208341,0.643333855,2.726598997,3.967529426,7.090816059,21.86721081,35.65215529
0.266,-1.287594875,-2.100989569,2.341751187,0.651266602,2.741899311,4.001774579,7.068781894,21.83969951,35.65215529
0.267,-1.285249863,-2.100334312,2.348268862,0.659256487,2.757183324,4.036198471,7.046701251,21.81207224,35.65215529
0.268,-1.282898346,-2.099671037,2.354761255,0.667303596,2.772450283,4.070801444,7.024574617,21.78432895,35.65215529
0.269,-1.280540349,-2.098999686,2.361228254,0.675408011,2.787699434,4.105583837,7.002402477,21.75646954,35.65215529
0.27,-1.278175898,-2.098320202,2.367669748,0.683569815,2.802930018,4.140545994,6.980185323,21.72849395,35.65215529
0.271,-1.275805018,-2.097632527,2.374085622,0.691789087,2.818141271,4.175688257,6.957923648,21.70040211,35.65215529
0.272,-1.273427735,-2.096936604,2.380475763,0.700065905,2.833332429,4.211010968,6.935617948,21.67219394,35.65215529
0.273,-1.271044075,-2.096232376,2.386840053,0.708400345,2.84850272,4.246514472,6.913268722,21.64386938,35.65215529
0.274,-1.268654064,-2.095519784,2.393178377,0.71679248,2.863651371,4.282199112,6.89087647,21.61542834,35.65215529
0.275,-1.266257727,-2.094798772,2.399490615,0.725242384,2.878777605,4.318065234,6.868441697,21.58687075,35.65215529
0.276,-1.263855091,-2.09406928,2.405776648,0.733750126,2.893880639,4.354113183,6.845964909,21.55819656,35.65215529
0.277,-1.261446183,-2.093331252,2.412036355,0.742315774,2.908959689,4.390343307,6.823446615,21.52940568,35.65215529
0.278,-1.259031027,-2.092584629,2.418269615,0.750939396,2.924013964,4.426755952,6.800887328,21.50049805,35.65215529
0.279,-1.256609652,-2.091829354,2.424476303,0.759621056,2.939042672,4.463351468,6.778287562,21.47147359,35.65215529
0.28,-1.254182084,-2.091065368,2.430656296,0.768360816,2.954045014,4.500130204,6.755647833,21.44233224,35.65215529
0.281,-1.251748349,-2.090292613,2.436809467,0.777158738,2.969020189,4.53709251,6.732968663,21.41307393,35.65215529
0.282,-1.249308474,-2.089511031,2.442935689,0.78601488,2.98396739,4.57423874,6.710250574,21.38369859,35.65215529
0.283,-1.246862486,-2.088720564,2.449034833,0.7949293,2.998885806,4.611569246,6.68749409,21.35420615,35.65215529
0.284,-1.244410413,-2.087921153,2.455106769,0.803902052,3.013774622,4.649084382,6.664699741,21.32459654,35.65215529
0.285,-1.241952282,-2.08711274,2.461151365,0.812933189,3.02863302,4.686784506,6.641868055,21.29486971,35.65215529
0.286,-1.23948812,-2.086295267,2.467168488,0.822022763,3.043460175,4.724669973,6.618999568,21.26502557,35.65215529
0.287,-1.237017954,-2.085468675,2.473158004,0.831170823,3.058255258,4.762741143,6.596094814,21.23506408,35.65215529
0.288,-1.234541813,-2.084632906,2.479119778,0.840377416,3.073017436,4.800998377,6.573154332,21.20498514,35.65215529
0.289,-1.232059724,-2.083787901,2.48505367,0.849642588,3.087745871,4.839442037,6.550178663,21.17478872,35.65215529
0.29,-1.229571715,-2.082933601,2.490959543,0.858966381,3.102439721,4.878072486,6.527168352,21.14447473,35.65215529
0.291,-1.227077814,-2.082069949,2.496837255,0.868348836,3.117098139,4.91689009,6.504123943,21.11404312,35.65215529
0.292,-1.22457805,-2.081196884,2.502686665,0.877789994,3.131720271,4.955895216,6.481045987,21.08349382,35.65215529
0.293,-1.22207245,-2.080314349,2.508507628,0.887289892,3.146305261,4.995088234,6.457935036,21.05282676,35.65215529
0.294,-1.219561044,-2.079422285,2.5143,0.896848564,3.160852246,5.034469515,6.434791643,21.02204189,35.65215529
0.295,-1.21704386,-2.078520632,2.520063634,0.906466045,3.175360359,5.074039433,6.411616365,20.99113913,35.65215529
0.296,-1.214520926,-2.077609333,2.52579838,0.916142365,3.189828728,5.113798362,6.388409762,20.96011844,35.65215529
0.297,-1.211992273,-2.076688328,2.531504089,0.925877554,3.204256475,5.153746681,6.365172396,20.92897974,35.65215529
0.298,-1.209457928,-2.075757558,2.537180607,0.935671638,3.218642718,5.193884769,6.341904832,20.89772297,35.65215529
0.299,-1.206917921,-2.074816965,2.542827783,0.945524644,3.232986567,5.234213007,6.318607637,20.86634808,35.65215529
0.3,-1.204372282,-2.073866489,2.54844546,0.955436593,3.24728713,5.274731781,6.295281381,20.834855,35.65215529
0.301,-1.20182104,-2.072906072,2.55403348,0.965407508,3.261543509,5.315441478,6.271926636,20.80324367,35.65215529
0.302,-1.199264225,-2.071935655,2.559591686,0.975437408,3.275754799,5.356342486,6.248543978,20.77151403,35.65215529
0.303,-1.196701867,-2.070955178,2.565119915,0.985526308,3.28992009,5.397435197,6.225133984,20.73966602,35.65215529
0.304,-1.194133995,-2.069964582,2.570618006,0.995674224,3.304038467,5.438720005,6.201697234,20.70769958,35.65215529
0.305,-1.191560641,-2.06896381,2.576085794,1.005881169,3.318109009,5.480197309,6.178234312,20.67561466,35.65215529
0.306,-1.188981834,-2.0679528,2.581523113,1.016147154,3.332130791,5.521867506,6.154745801,20.64341119,35.65215529
0.307,-1.186397605,-2.066931496,2.586929794,1.026472186,3.346102879,5.563731,6.13123229,20.61108912,35.65215529
0.308,-1.183807985,-2.065899836,2.592305667,1.036856273,3.360024337,5.605788196,6.107694369,20.57864839,35.65215529
0.309,-1.181213004,-2.064857763,2.597650561,1.047299419,3.37389422,5.648039502,6.084132632,20.54608894,35.65215529
0.31,-1.178612694,-2.063805218,2.602964302,1.057801625,3.387711579,5.69048533,6.060547672,20.51341071,35.65215529
0.311,-1.176007086,-2.06274214,2.608246713,1.068362892,3.401475459,5.733126092,6.036940089,20.48061365,35.65215529
0.312,-1.173396211,-2.061668472,2.613497617,1.078983219,3.415184898,5.775962207,6.013310481,20.4476977,35.65215529
0.313,-1.170780101,-2.060584154,2.618716835,1.0896626,3.42883893,5.818994094,5.989659453,20.41466281,35.65215529
0.314,-1.168158788,-2.059489127,2.623904183,1.100401029,3.442436582,5.862222176,5.965987609,20.38150892,35.65215529
0.315,-1.165532303,-2.058383333,2.629059479,1.111198498,3.455976873,5.905646881,5.942295556,20.34823598,35.65215529
0.316,-1.16290068,-2.057266711,2.634182537,1.122054996,3.46945882,5.949268638,5.918583905,20.31484393,35.65215529
0.317,-1.160263949,-2.056139203,2.639273169,1.13297051,3.48288143,5.99308788,5.894853268,20.28133271,35.65215529
0.318,-1.157622144,-2.05500075,2.644331185,1.143945025,3.496243707,6.037105043,5.871104261,20.24770228,35.65215529
0.319,-1.154975298,-2.053851293,2.649356392,1.154978523,3.509544646,6.081320568,5.847337499,20.21395258,35.65215529
0.32,-1.152323442,-2.052690773,2.654348597,1.166070986,3.522783238,6.125734896,5.823553604,20.18008355,35.65215529
0.321,-1.149666612,-2.051519132,2.659307604,1.177222392,3.535958466,6.170348476,5.799753196,20.14609515,35.65215529
0.322,-1.147004838,-2.050336309,2.664233214,1.188432716,3.549069309,6.215161757,5.7759369,20.11198732,35.65215529
0.323,-1.144338156,-2.049142246,2.669125227,1.199701933,3.562114737,6.260175192,5.752105343,20.07776002,35.65215529
0.324,-1.141666599,-2.047936885,2.673983439,1.211030013,3.575093716,6.30538924,5.728259154,20.04341318,35.65215529
0.325,-1.138990201,-2.046720167,2.678807647,1.222416928,3.588005205,6.35080436,5.704398964,20.00894676,35.65215529
0.326,-1.136308995,-2.045492032,2.683597643,1.233862643,3.600848155,6.396421019,5.680525407,19.97436071,35.65215529
0.327,-1.133623017,-2.044252422,2.688353218,1.245367123,3.613621513,6.442239683,5.656639118,19.93965498,35.65215529
0.328,-1.1309323,-2.043001278,2.693074161,1.256930332,3.626324218,6.488260825,5.632740735,19.90482951,35.65215529
0.329,-1.12823688,-2.041738542,2.697760257,1.26855223,3.638955203,6.534484922,5.608830899,19.86988427,35.65215529
0.33,-1.125536792,-2.040464154,2.702411292,1.280232774,3.651513396,6.580912451,5.584910253,19.83481919,35.65215529
0.331,-1.122832069,-2.039178057,2.707027047,1.291971921,3.663997715,6.627543898,5.56097944,19.79963424,35.65215529
0.332,-1.120122749,-2.037880191,2.711607301,1.303769624,3.676407076,6.674379748,5.537039109,19.76432936,35.65215529
0.333,-1.117408867,-2.036570498,2.716151831,1.315625834,3.688740386,6.721420494,5.513089907,19.7289045,35.65215529
0.334,-1.114690458,-2.03524892,2.720660414,1.327540501,3.700996545,6.76866663,5.489132486,19.69335963,35.65215529
0.335,-1.111967558,-2.033915397,2.725132821,1.339513571,3.713174447,6.816118655,5.465167499,19.65769469,35.65215529
0.336,-1.109240204,-2.032569873,2.729568824,1.351544989,3.725272982,6.863777072,5.441195603,19.62190963,35.65215529
0.337,-1.106508433,-2.031212288,2.733968189,1.363634696,3.73729103,6.911642388,5.417217453,19.58600442,35.65215529
0.338,-1.10377228,-2.029842584,2.738330684,1.375782632,3.749227466,6.959715114,5.39323371,19.549979,35.65215529
0.339,-1.101031784,-2.028460703,2.74265607,1.387988735,3.76108116,7.007995763,5.369245035,19.51383333,35.65215529
0.34,-1.09828698,-2.027066587,2.74694411,1.40025294,3.772850972,7.056484856,5.345252092,19.47756737,35.65215529
0.341,-1.095537908,-2.025660178,2.751194562,1.412575179,3.78453576,7.105182914,5.321255546,19.44118107,35.65215529
0.342,-1.092784604,-2.024241418,2.755407183,1.424955384,3.796134371,7.154090465,5.297256064,19.40467439,35.65215529
0.343,-1.090027106,-2.022810248,2.759581726,1.437393481,3.80764565,7.203208038,5.273254317,19.36804729,35.65215529
0.344,-1.087265453,-2.021366611,2.763717942,1.449889398,3.819068432,7.252536169,5.249250974,19.33129971,35.65215529
0.345,-1.084499683,-2.01991045,2.767815582,1.462443056,3.830401549,7.302075395,5.22524671,19.29443164,35.65215529
0.346,-1.081729835,-2.018441706,2.771874392,1.475054378,3.841643823,7.351826261,5.2012422,19.25744301,35.65215529
0.347,-1.078955947,-2.016960322,2.775894116,1.487723282,3.852794073,7.401789311,5.177238119,19.22033379,35.65215529
0.348,-1.07617806,-2.01546624,2.779874497,1.500449685,3.863851109,7.451965097,5.153235148,19.18310394,35.65215529
0.349,-1.073396212,-2.013959404,2.783815273,1.5132335,3.874813737,7.502354172,5.129233965,19.14575342,35.65215529
0.35,-1.070610443,-2.012439754,2.787716182,1.526074639,3.885680756,7.552957096,5.105235254,19.10828218,35.65215529
0.351,-1.067820793,-2.010907235,2.791576959,1.538973011,3.896450958,7.60377443,5.081239698,19.0706902,35.65215529
0.352,-1.065027302,-2.009361789,2.795397335,1.551928524,3.90712313,7.65480674,5.057247982,19.03297744,35.65215529
0.353,-1.062230011,-2.007803359,2.799177041,1.564941081,3.917696053,7.706054596,5.033260794,18.99514385,35.65215529
0.354,-1.059428962,-2.006231888,2.802915804,1.578010585,3.928168502,7.757518572,5.009278823,18.95718939,35.65215529
0.355,-1.056624194,-2.004647319,2.806613349,1.591136937,3.938539244,7.809199246,4.985302758,18.91911404,35.65215529
0.356,-1.053815749,-2.003049595,2.810269398,1.604320032,3.948807044,7.861097197,4.961333292,18.88091776,35.65215529
0.357,-1.051003669,-2.00143866,2.813883671,1.617559767,3.958970657,7.913213013,4.937371118,18.8426005,35.65215529
0.358,-1.048187995,-1.999814457,2.817455886,1.630856034,3.969028835,7.96554728,4.913416931,18.80416224,35.65215529
0.359,-1.045368771,-1.998176929,2.820985758,1.644208724,3.978980324,8.018100591,4.889471427,18.76560295,35.65215529
0.36,-1.042546038,-1.996526021,2.824473,1.657617724,3.988823864,8.070873542,4.865535304,18.72692258,35.65215529
0.361,-1.039719839,-1.994861675,2.827917321,1.67108292,3.998558188,8.123866731,4.841609261,18.68812111,35.65215529
0.362,-1.036890218,-1.993183836,2.83131843,1.684604196,4.008182026,8.177080762,4.817693998,18.6491985,35.65215529
0.363,-1.034057217,-1.991492448,2.834676031,1.698181432,4.017694101,8.230516241,4.793790218,18.61015473,35.65215529
0.364,-1.03122088,-1.989787455,2.837989828,1.711814507,4.027093131,8.284173777,4.769898623,18.57098976,35.65215529
0.365,-1.028381252,-1.9880688,2.84125952,1.725503297,4.036377831,8.338053982,4.746019917,18.53170356,35.65215529
0.366,-1.025538376,-1.98633643,2.844484806,1.739247676,4.045546906,8.392157472,4.722154806,18.49229611,35.65215529
0.367,-1.022692297,-1.984590287,2.847665381,1.753047516,4.054599062,8.446484867,4.698303996,18.45276737,35.65215529
0.368,-1.01984306,-1.982830316,2.850800938,1.766902686,4.063532995,8.501036788,4.674468196,18.41311731,35.65215529
0.369,-1.016990711,-1.981056463,2.853891168,1.780813053,4.072347398,8.555813859,4.650648113,18.37334592,35.65215529
0.37,-1.014135293,-1.979268672,2.856935758,1.79477848,4.081040962,8.610816709,4.626844457,18.33345316,35.65215529
0.371,-1.011276854,-1.977466888,2.859934394,1.808798832,4.089612369,8.666045968,4.60305794,18.29343901,35.65215529
0.372,-1.00841544,-1.975651056,2.862886759,1.822873967,4.098060299,8.721502269,4.579289273,18.25330345,35.65215529
0.373,-1.005551096,-1.973821121,2.865792535,1.837003743,4.106383427,8.777186248,4.555539168,18.21304645,35.65215529
0.374,-1.002683871,-1.97197703,2.868651399,1.851188015,4.114580425,8.833098543,4.531808338,18.17266798,35.65215529
0.375,-0.999813809,-1.970118727,2.871463028,1.865426638,4.12264996,8.889239794,4.508097499,18.13216804,35.65215529
0.376,-0.99694096,-1.968246159,2.874227094,1.87971946,4.130590695,8.945610645,4.484407365,18.09154659,35.65215529
0.377,-0.994065371,-1.96635927,2.87694327,1.894066332,4.138401289,9.002211739,4.460738651,18.05080361,35.65215529
0.378,-0.99118709,-1.964458008,2.879611223,1.908467098,4.146080398,9.059043724,4.437092074,18.00993909,35.65215529
0.379,-0.988306165,-1.962542318,2.88223062,1.922921604,4.153626674,9.116107249,4.413468351,17.96895302,35.65215529
0.38,-0.985422645,-1.960612147,2.884801126,1.937429691,4.161038767,9.173402963,4.3898682,17.92784536,35.65215529
0.381,-0.982536579,-1.958667441,2.887322401,1.951991199,4.168315323,9.23093152,4.366292338,17.88661611,35.65215529
0.382,-0.979648017,-1.956708147,2.889794104,1.966605964,4.175454983,9.288693572,4.342741483,17.84526525,35.65215529
0.383,-0.976757007,-1.954734211,2.892215894,1.981273823,4.182456389,9.346689774,4.319216356,17.80379277,35.65215529
0.384,-0.973863602,-1.952745582,2.894587424,1.995994608,4.189318177,9.404920783,4.295717674,17.76219866,35.65215529
0.385,-0.970967849,-1.950742205,2.896908346,2.010768151,4.196038983,9.463387255,4.272246158,17.72048289,35.65215529
0.386,-0.968069802,-1.948724028,2.899178311,2.025594279,4.20261744,9.522089849,4.248802528,17.67864547,35.65215529
0.387,-0.96516951,-1.946690999,2.901396966,2.04047282,4.209052177,9.581029222,4.225387503,17.63668639,35.65215529
